"GOTerm.identifier","GOTerm.name","GOTerm.namespace","GOTerm.description"
"GO:0009235","cobalamin metabolic process","biological_process","The chemical reactions and pathways involving cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom."
"GO:0009249","protein lipoylation","biological_process","The lipoylation of peptidyl-lysine to form peptidyl-N6-lipoyl-L-lysine."
"GO:0009253","peptidoglycan catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of peptidoglycans, any of a class of glycoconjugates found in bacterial cell walls."
"GO:0009263","deoxyribonucleotide biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
"GO:0009264","deoxyribonucleotide catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of a deoxyribonucleotide, a compound consisting of deoxyribonucleoside (a base linked to a deoxyribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
"GO:0009298","GDP-mannose biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of GDP-mannose, a substance composed of mannose in glycosidic linkage with guanosine diphosphate."
"GO:0009306","protein secretion","biological_process","The controlled release of proteins from a cell."
"GO:0009311","oligosaccharide metabolic process","biological_process","The chemical reactions and pathways involving oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages."
"GO:0009312","oligosaccharide biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of oligosaccharides, molecules with between two and (about) 20 monosaccharide residues connected by glycosidic linkages."
"GO:0009331","glycerol-3-phosphate dehydrogenase complex","cellular_component","An enzyme complex that catalyzes the dehydrogenation of sn-glycerol 3-phosphate to form glycerone phosphate."
"GO:0009396","folic acid-containing compound biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of folic acid and its derivatives."
"GO:0009405","pathogenesis","biological_process","The set of specific processes that generate the ability of an organism to induce an abnormal, generally detrimental state in another organism."
"GO:0009416","response to light stimulus","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
"GO:0009435","NAD biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of nicotinamide adenine dinucleotide, a coenzyme present in most living cells and derived from the B vitamin nicotinic acid; biosynthesis may be of either the oxidized form, NAD, or the reduced form, NADH."
"GO:0009443","pyridoxal 5'-phosphate salvage","biological_process","Any process that generates pyridoxal 5'-phosphate, the active form of vitamin B6, from derivatives of it without de novo synthesis."
"GO:0009452","7-methylguanosine RNA capping","biological_process","The sequence of enzymatic reactions by which the 5' cap structure, an inverted 7-methylguanosine linked via a 5'-5' triphosphate bridge (m7G(5')ppp(5')X) to the first transcribed residue, is added to a nascent transcript."
"GO:0009897","external side of plasma membrane","cellular_component","The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface."
"GO:0009966","regulation of signal transduction","biological_process","Any process that modulates the frequency, rate or extent of signal transduction."
"GO:0009968","negative regulation of signal transduction","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."
"GO:0009982","pseudouridine synthase activity","molecular_function","Catalysis of the reaction: RNA uridine = RNA pseudouridine. Conversion of uridine in an RNA molecule to pseudouridine by rotation of the C1'-N-1 glycosidic bond of uridine in RNA to a C1'-C5."
"GO:0010038","response to metal ion","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."
"GO:0010040","response to iron(II) ion","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron(II) ion stimulus."
"GO:0010172","embryonic body morphogenesis","biological_process","The process in which the anatomical structures of the embryonic soma are generated and organized."
"GO:0010181","FMN binding","molecular_function","Interacting selectively and non-covalently with flavin mono nucleotide. Flavin mono nucleotide (FMN) is the coenzyme or the prosthetic group of various flavoprotein oxidoreductase enzymes."
"GO:0010212","response to ionizing radiation","biological_process","Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."
"GO:0010265","SCF complex assembly","biological_process","The aggregation, arrangement and bonding together of a set of components to form the SKP1-Cullin/Cdc53-F-box protein ubiquitin ligase (SCF) complex."
"GO:0010309","acireductone dioxygenase [iron(II)-requiring] activity","molecular_function","Catalysis of the reaction: 1,2-dihydroxy-5-(methylthio)pent-1-en-3-one + O(2) = 4-methylthio-2-oxobutanoate + formate + H(+)."
"GO:0010387","COP9 signalosome assembly","biological_process","The aggregation, arrangement and bonding together of a set of components to form a COP9 signalosome."
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","biological_process","Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."
"GO:0010390","histone monoubiquitination","biological_process","The modification of histones by addition of a single ubiquitin group."
"GO:0010468","regulation of gene expression","biological_process","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"GO:0010485","H4 histone acetyltransferase activity","molecular_function","Catalysis of the reaction: acetyl-CoA + histone H4 = CoA + acetyl-histone H4."
"GO:0010506","regulation of autophagy","biological_process","Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."
"GO:0010738","regulation of protein kinase A signaling","biological_process","Any process that modulates the rate, frequency, or extent of protein kinase A signaling. PKA signaling is the series of reactions, mediated by the intracellular serine/threonine kinase protein kinase A, which occurs as a result of a single trigger reaction or compound."
"GO:0010826","negative regulation of centrosome duplication","biological_process","Any process that decreases the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."
"GO:0010923","negative regulation of phosphatase activity","biological_process","Any process that decreases the rate or frequency of phosphatase activity. Phosphatases catalyze the hydrolysis of phosphoric monoesters, releasing inorganic phosphate."
"GO:0010997","anaphase-promoting complex binding","molecular_function","Interacting selectively and non-covalently with an anaphase-promoting complex. A ubiquitin ligase complex that degrades mitotic cyclins and anaphase inhibitory protein, thereby triggering sister chromatid separation and exit from mitosis."
"GO:0015012","heparan sulfate proteoglycan biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of the heparan sulfate proteoglycan, a glycosaminoglycan with repeat unit consisting of alternating alpha-(1->4)-linked hexuronic acid and glucosamine residues; the former are a mixture of sulfated and nonsulfated D-glucuronic acid and L-iduronic acid; the L-iduronic acid is either sulfated or acetylated on its amino group as well as being sulfated on one of its hydroxyl groups; heparan sulfate chains are covalently linked to peptidyl-serine by a glycosidic attachment through the trisaccharide galactosyl-galactosyl-xylosyl to serine residues."
"GO:0015016","[heparan sulfate]-glucosamine N-sulfotransferase activity","molecular_function","Catalysis of the reaction: 3'-phosphoadenylyl sulfate + [heparan sulfate]-glucosamine = adenosine 3',5'-bisphosphate + [heparan sulfate]-N-sulfoglucosamine."
"GO:0015018","galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity","molecular_function","Catalysis of the reaction: UDP-glucuronate + 3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein = UDP + 3-beta-D-glucuronosyl-3-beta-D-galactosyl-4-beta-D-galactosyl-O-beta-D-xylosylprotein."
"GO:0015020","glucuronosyltransferase activity","molecular_function","Catalysis of the reaction: UDP-glucuronate + acceptor = UDP + acceptor beta-D-glucuronoside."
"GO:0015031","protein transport","biological_process","The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015035","protein disulfide oxidoreductase activity","molecular_function","Catalysis of the reaction: a protein with reduced sulfide groups = a protein with oxidized disulfide bonds."
"GO:0015074","DNA integration","biological_process","The process in which a segment of DNA is incorporated into another, usually larger, DNA molecule such as a chromosome."
"GO:0015075","ion transmembrane transporter activity","molecular_function","Enables the transfer of an ion from one side of a membrane to the other."
"GO:0015078","proton transmembrane transporter activity","molecular_function","Enables the transfer of a proton from one side of a membrane to the other."
"GO:0015095","magnesium ion transmembrane transporter activity","molecular_function","Enables the transfer of magnesium (Mg) ions from one side of a membrane to the other."
"GO:0015165","pyrimidine nucleotide-sugar transmembrane transporter activity","molecular_function","Enables the transfer of a pyrimidine nucleotide-sugar from one side of a membrane to the other. Pyrimidine nucleotide-sugars are pyrimidine nucleotides in glycosidic linkage with a monosaccharide or monosaccharide derivative."
"GO:0015173","aromatic amino acid transmembrane transporter activity","molecular_function","Enables the transfer of aromatic amino acids from one side of a membrane to the other. Aromatic amino acids have an aromatic ring."
"GO:0015204","urea transmembrane transporter activity","molecular_function","Enables the transfer of urea from one side of a membrane to the other. Urea is the water soluble compound H2N-CO-NH2."
"GO:0015232","heme transporter activity","molecular_function","Enables the directed movement of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, into, out of or within a cell, or between cells."
"GO:0015267","channel activity","molecular_function","Enables the energy-independent facilitated diffusion, mediated by passage of a solute through a transmembrane aqueous pore or channel. Stereospecificity is not exhibited but this transport may be specific for a particular molecular species or class of molecules."
"GO:0015276","ligand-gated ion channel activity","molecular_function","Enables the transmembrane transfer of an ion by a channel that opens when a specific ligand has been bound by the channel complex or one of its constituent parts."
"GO:0015293","symporter activity","molecular_function","Enables the active transport of a solute across a membrane by a mechanism whereby two or more species are transported together in the same direction in a tightly coupled process not directly linked to a form of energy other than chemiosmotic energy."
"GO:0015299","solute:proton antiporter activity","molecular_function","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + H+(in) = solute(in) + H+(out)."
"GO:0015349","thyroid hormone transmembrane transporter activity","molecular_function","Enables the transfer of thyroid hormones from one side of a membrane to the other. Thyroid hormone are any of the compounds secreted by the thyroid gland, largely thyroxine and triiodothyronine."
"GO:0015379","potassium:chloride symporter activity","molecular_function","Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: K+(out) + Cl-(out) = K+(in) + Cl-(in)."
"GO:0015629","actin cytoskeleton","cellular_component","The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."
"GO:0015630","microtubule cytoskeleton","cellular_component","The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."
"GO:0015631","tubulin binding","molecular_function","Interacting selectively and non-covalently with monomeric or multimeric forms of tubulin, including microtubules."
"GO:0015643","toxic substance binding","molecular_function","Interacting selectively and non-covalently with a toxic substance, a poisonous substance that causes damage to biological systems."
"GO:0015672","monovalent inorganic cation transport","biological_process","The directed movement of inorganic cations with a valency of one into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Inorganic cations are atoms or small molecules with a positive charge which do not contain carbon in covalent linkage."
"GO:0015693","magnesium ion transport","biological_process","The directed movement of magnesium (Mg) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015696","ammonium transport","biological_process","The directed movement of ammonium into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Ammonium is the cation NH4+ which is formed from N2 by root-nodule bacteria in leguminous plants and is an excretory product in ammonotelic animals."
"GO:0015886","heme transport","biological_process","The directed movement of heme, any compound of iron complexed in a porphyrin (tetrapyrrole) ring, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015889","cobalamin transport","biological_process","The directed movement of cobalamin (vitamin B12), a water-soluble vitamin characterized by possession of a corrin nucleus containing a cobalt atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
"GO:0015910","long-chain fatty acid import into peroxisome","biological_process","The directed movement of long-chain fatty acids into a peroxisome. A long-chain fatty acid is a fatty acid with a chain length between C13 and C22."
"GO:0015914","phospholipid transport","biological_process","The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester."
"GO:0015929","hexosaminidase activity","molecular_function","Catalysis of the cleavage of hexosamine or N-acetylhexosamine residues (e.g. N-acetylglucosamine) residues from gangliosides or other glycoside oligosaccharides."
"GO:0015930","glutamate synthase activity","molecular_function","Catalysis of the formation of L-glutamine and 2-oxoglutarate from L-glutamate, using NADH, NADPH or ferredoxin as hydrogen acceptors."
"GO:0015934","large ribosomal subunit","cellular_component","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"GO:0015935","small ribosomal subunit","cellular_component","The smaller of the two subunits of a ribosome."
"GO:0015936","coenzyme A metabolic process","biological_process","The chemical reactions and pathways involving coenzyme A, 3'-phosphoadenosine-(5')diphospho(4')pantatheine, an acyl carrier in many acylation and acyl-transfer reactions in which the intermediate is a thiol ester."
"GO:0015937","coenzyme A biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of coenzyme A, 3'-phosphoadenosine-(5')diphospho(4')pantatheine, an acyl carrier in many acylation and acyl-transfer reactions in which the intermediate is a thiol ester."
"GO:0015986","ATP synthesis coupled proton transport","biological_process","The transport of protons across a membrane to generate an electrochemical gradient (proton-motive force) that powers ATP synthesis."
"GO:0016010","dystrophin-associated glycoprotein complex","cellular_component","A multiprotein complex that forms a strong mechanical link between the cytoskeleton and extracellular matrix; typical of, but not confined to, muscle cells. The complex is composed of transmembrane, cytoplasmic, and extracellular proteins, including dystrophin, sarcoglycans, dystroglycan, dystrobrevins, syntrophins, sarcospan, caveolin-3, and NO synthase."
"GO:0016012","sarcoglycan complex","cellular_component","A protein complex formed of four sarcoglycans plus sarcospan; there are six known sarcoglycans: alpha-, beta-, gamma-, delta-, epsilon- and zeta-sarcoglycan; all are N-glycosylated single-pass transmembrane proteins. The sarcoglycan-sarcospan complex is a subcomplex of the dystrophin glycoprotein complex, and is fixed to the dystrophin axis by a lateral association with the dystroglycan complex."
"GO:0016020","membrane","cellular_component","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"GO:0016021","integral component of membrane","cellular_component","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"GO:0016035","zeta DNA polymerase complex","cellular_component","A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."
"GO:0016042","lipid catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."
"GO:0016043","cellular component organization","biological_process","A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."
"GO:0016051","carbohydrate biosynthetic process","biological_process","The chemical reactions and pathways resulting in the formation of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"GO:0016052","carbohydrate catabolic process","biological_process","The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."
"GO:0016055","Wnt signaling pathway","biological_process","The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state."
"GO:0016070","RNA metabolic process","biological_process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"GO:0016079","synaptic vesicle exocytosis","biological_process","Fusion of intracellular membrane-bounded vesicles with the pre-synaptic membrane of the neuronal cell resulting in release of neurotransmitter into the synaptic cleft."
"GO:0016174","NAD(P)H oxidase activity","molecular_function","Catalysis of the reaction: NAD(P)H + H+ + O2 = NAD(P)+ + hydrogen peroxide."
"GO:0016175","superoxide-generating NADPH oxidase activity","molecular_function","Catalysis of the reaction: NAD(P)H + O2 = NAD(P)H + O2-."
"GO:0016180","snRNA processing","biological_process","Any process involved in the conversion of a primary small nuclear RNA (snRNA) transcript into a mature snRNA molecule."
"GO:0016192","vesicle-mediated transport","biological_process","A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."
"GO:0016197","endosomal transport","biological_process","The directed movement of substances mediated by an endosome, a membrane-bounded organelle that carries materials enclosed in the lumen or located in the endosomal membrane."
"GO:0016209","antioxidant activity","molecular_function","Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage."
"GO:0016226","iron-sulfur cluster assembly","biological_process","The incorporation of iron and exogenous sulfur into a metallo-sulfur cluster."
"GO:0016255","attachment of GPI anchor to protein","biological_process","A transamidation reaction that results in the cleavage of the polypeptide chain and the concomitant transfer of the GPI anchor to the newly formed carboxy-terminal amino acid of the anchored protein. The cleaved C-terminal contains the C-terminal GPI signal sequence of the newly synthesized polypeptide chain."
"GO:0016263","glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase activity","molecular_function","Catalysis of the addition of a galactosyl residue to a non-reducing O-linked N-acetylgalactosamine residue in an O-glycan."
"GO:0016266","O-glycan processing","biological_process","The stepwise addition of carbohydrate or carbohydrate derivative residues to the initially added O-linked residue (usually GalNAc) to form a core O-glycan structure."
"GO:0016272","prefoldin complex","cellular_component","A multisubunit chaperone that is capable of delivering unfolded proteins to cytosolic chaperonin, which it acts as a cofactor for. In humans, the complex is a heterohexamer of two PFD-alpha and four PFD-beta type subunits. In Saccharomyces cerevisiae, it also acts in the nucleus to regulate the rate of elongation by RNA polymerase II via a direct effect on histone dynamics."
"GO:0016279","protein-lysine N-methyltransferase activity","molecular_function","Catalysis of the transfer of a methyl group from S-adenosyl-L-methionine to the epsilon-amino group of a lysine residue in a protein substrate."
"GO:0016286","small conductance calcium-activated potassium channel activity","molecular_function","Enables the transmembrane transfer of potassium by a channel with a unit conductance of 2 to 20 picoSiemens that opens in response to stimulus by internal calcium ions. Small conductance calcium-activated potassium channels are more sensitive to calcium than are large conductance calcium-activated potassium channels. Transport by a channel involves catalysis of facilitated diffusion of a solute (by an energy-independent process) involving passage through a transmembrane aqueous pore or channel, without evidence for a carrier-mediated mechanism."
"GO:0016298","lipase activity","molecular_function","Catalysis of the hydrolysis of a lipid or phospholipid."
"GO:0016300","tRNA (uracil) methyltransferase activity","molecular_function","Catalysis of the transfer of a methyl group from a donor to a uracil residue in a tRNA molecule."
"GO:0016301","kinase activity","molecular_function","Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
"GO:0016307","phosphatidylinositol phosphate kinase activity","molecular_function","Catalysis of the reaction: ATP + a phosphatidylinositol phosphate = ADP + a phosphatidylinositol bisphosphate."
"GO:0016310","phosphorylation","biological_process","The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."
"GO:0016311","dephosphorylation","biological_process","The process of removing one or more phosphoric (ester or anhydride) residues from a molecule."
"GO:0016316","phosphatidylinositol-3,4-bisphosphate 4-phosphatase activity","molecular_function","Catalysis of the reaction: 1-phosphatidyl-myo-inositol 3,4-bisphosphate + H2O = 1-phosphatidyl-1D-myo-inositol 3-phosphate + phosphate."
"GO:0016409","palmitoyltransferase activity","molecular_function","Catalysis of the transfer of a palmitoyl (CH3-[CH2]14-CO-) group to an acceptor molecule."
"GO:0016422","mRNA (2'-O-methyladenosine-N6-)-methyltransferase activity","molecular_function","Catalysis of the reaction: S-adenosyl-L-methionine + m(7)G(5')pppAm = S-adenosyl-L-homocysteine + m(7)G(5')pppm(6)Am."
"GO:0016429","tRNA (adenine-N1-)-methyltransferase activity","molecular_function","Catalysis of the reaction: S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing N1-methyladenine."
"GO:0016435","rRNA (guanine) methyltransferase activity","molecular_function","Catalysis of the reaction: S-adenosyl-L-methionine + rRNA = S-adenosyl-L-homocysteine + rRNA containing methylguanine."
"GO:0016459","myosin complex","cellular_component","A protein complex, formed of one or more myosin heavy chains plus associated light chains and other proteins, that functions as a molecular motor; uses the energy of ATP hydrolysis to move actin filaments or to move vesicles or other cargo on fixed actin filaments; has magnesium-ATPase activity and binds actin. Myosin classes are distinguished based on sequence features of the motor, or head, domain, but also have distinct tail regions that are believed to bind specific cargoes."
"GO:0016462","pyrophosphatase activity","molecular_function","Catalysis of the hydrolysis of a pyrophosphate bond between two phosphate groups, leaving one phosphate on each of the two fragments."
"GO:0016471","vacuolar proton-transporting V-type ATPase complex","cellular_component","A proton-transporting two-sector ATPase complex found in the vacuolar membrane, where it acts as a proton pump to mediate acidification of the vacuolar lumen."
"GO:0016477","cell migration","biological_process","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms."
"GO:0016480","negative regulation of transcription by RNA polymerase III","biological_process","Any process that stops, prevents, or reduces the frequency, rate or extent of transcription mediated by RNA polymerase III."
"GO:0016485","protein processing","biological_process","Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."
"GO:0016491","oxidoreductase activity","molecular_function","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"GO:0016504","peptidase activator activity","molecular_function","Binds to and increases the activity of a peptidase, any enzyme that catalyzes the hydrolysis peptide bonds."
"GO:0016514","SWI/SNF complex","cellular_component","A SWI/SNF-type complex that contains 8 to 14 proteins, including both conserved (core) and nonconserved components; contains the ATPase product of the yeast SNF2 or mammalian SMARCA4/BAF190A/BRG1 gene, or an ortholog thereof."
"GO:0016533","protein kinase 5 complex","cellular_component","A protein complex that has protein serine/threonine kinase activity; in mammals composed of catalytic subunit CDK5 and regulatory subunits CDK5R1 or CDK5R2. Contrary to its gene symbol, CDK5 is not cyclin-dependent."
"GO:0016538","cyclin-dependent protein serine/threonine kinase regulator activity","molecular_function","Modulates the activity of a cyclin-dependent protein serine/threonine kinase, enzymes of the protein kinase family that are regulated through association with cyclins and other proteins."
"GO:0016540","protein autoprocessing","biological_process","Processing which a protein carries out itself. This involves actions such as the autolytic removal of residues to generate the mature form of the protein."
"GO:0016559","peroxisome fission","biological_process","The division of a mature peroxisome within a cell to form two or more separate peroxisome compartments."
"GO:0016560","protein import into peroxisome matrix, docking","biological_process","The process in which a complex formed of a peroxisome targeting sequence (PTS) receptor bound to a PTS-bearing protein docks with translocation machinery in the peroxisomal membrane."
"GO:0016567","protein ubiquitination","biological_process","The process in which one or more ubiquitin groups are added to a protein."
"GO:0016570","histone modification","biological_process","The covalent alteration of one or more amino acid residues within a histone protein."
"GO:0016571","histone methylation","biological_process","The modification of histones by addition of methyl groups."
"GO:0016572","histone phosphorylation","biological_process","The modification of histones by addition of phosphate groups."
"GO:0016573","histone acetylation","biological_process","The modification of a histone by the addition of an acetyl group."
"GO:0016579","protein deubiquitination","biological_process","The removal of one or more ubiquitin groups from a protein."
"GO:0016580","Sin3 complex","cellular_component","A multiprotein complex that functions broadly in eukaryotic organisms as a transcriptional repressor of protein-coding genes, through the gene-specific deacetylation of histones. Amongst its subunits, the Sin3 complex contains Sin3-like proteins, and a number of core proteins that are shared with the NuRD complex (including histone deacetylases and histone binding proteins). The Sin3 complex does not directly bind DNA itself, but is targeted to specific genes through protein-protein interactions with DNA-binding proteins."
"GO:0016581","NuRD complex","cellular_component","An approximately 2 MDa multi-subunit complex that exhibits ATP-dependent chromatin remodeling activity in addition to histone deacetylase (HDAC) activity, and has been shown to establish transcriptional repression of a number of target genes in vertebrates, invertebrates and fungi. Amongst its subunits, the NuRD complex contains histone deacetylases, histone binding proteins and Mi-2-like proteins."
"GO:0016586","RSC-type complex","cellular_component","A SWI/SNF-type complex that contains a bromodomain containing-protein, such as yeast Rsc1 or Rsc4 or mammalian PB1/BAF180. The RSC complex is generally recruited to RNA polymerase III promoters and is specifically recruited to RNA polymerase II promoters by transcriptional activators and repressors; it is also involved in non-homologous end joining"
"GO:0016589","NURF complex","cellular_component","An ISWI complex that contains an ATPase subunit of the ISWI family (SNF2L in mammals), a NURF301 homolog (BPTF in humans), and additional subunits, though the composition of these additional subunits varies slightly with species. NURF is involved in regulation of transcription from TRNA polymerase II promoters."
"GO:0016591","RNA polymerase II, holoenzyme","cellular_component","A nuclear DNA-directed RNA polymerase complex containing an RNA polymerase II core enzyme as well as additional proteins and transcription factor complexes, that are capable of promoter recognition and transcription initiation from an RNA polymerase II promoter in vivo. These additional components may include general transcription factor complexes TFIIA, TFIID, TFIIE, TFIIF, or TFIIH, as well as Mediator, SWI/SNF, GCN5, or SRBs and confer the ability to recognize promoters."
"GO:0016592","mediator complex","cellular_component","A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins."
"GO:0016593","Cdc73/Paf1 complex","cellular_component","A multiprotein complex that associates with RNA polymerase II and general RNA polymerase II transcription factor complexes and may be involved in both transcriptional initiation and elongation. In Saccharomyces the complex contains Paf1p, Cdc73p, Ctr9p, Rtf1p, and Leo1p."
"GO:0016597","amino acid binding","molecular_function","Interacting selectively and non-covalently with an amino acid, organic acids containing one or more amino substituents."
"GO:0016598","protein arginylation","biological_process","The conjugation of arginine to the N-terminal aspartate or glutamate of a protein; required for the degradation of the protein via the ubiquitin pathway."
"GO:0016607","nuclear speck","cellular_component","A discrete extra-nucleolar subnuclear domain, 20-50 in number, in which splicing factors are seen to be localized by immunofluorescence microscopy."
"GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group act as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."
"GO:0016615","malate dehydrogenase activity","molecular_function","Catalysis of the reversible conversion of pyruvate or oxaloacetate to malate."
"GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP."
"GO:0016620","oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces NAD or NADP."
"GO:0016624","oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor","molecular_function","Catalysis of an oxidation-reduction (redox) reaction in which an aldehyde or ketone (oxo) group acts as a hydrogen or electron donor and reduces a disulfide."
